,2024年河北省普通高校招生本科批平行志愿投档情况统计历史,院校名称,专业代号,专业名称,投档最低分,同分考生排序项一,二,三,四,五,六,志愿号
1,0005,安徽财经大学(蚌埠市)[公办],01,经济学类,590,214,123,113,85,93,85,12
2,0005,安徽财经大学(蚌埠市)[公办],02,财政学类,595,212,119,112,87,97,87,40
3,0005,安徽财经大学(蚌埠市)[公办],03,金融学,596,218,127,134,75,90,79,25
4,0005,安徽财经大学(蚌埠市)[公办],04,经济与贸易类,575,186,109,120,92,90,87,4
5,0005,安徽财经大学(蚌埠市)[公办],05,法学,600,221,111,117,81,91,90,28
6,0005,安徽财经大学(蚌埠市)[公办],06,日语,543,199,115,100,85,80,79,21
7,0005,安徽财经大学(蚌埠市)[公办],07,商务英语,575,184,109,134,84,92,81,10
8,0005,安徽财经大学(蚌埠市)[公办],08,新闻传播学类,578,190,111,135,83,94,76,26
9,0005,安徽财经大学(蚌埠市)[公办],09,工商管理类,585,194,118,122,89,90,90,31
10,0005,安徽财经大学(蚌埠市)[公办],10,会计学,603,218,124,130,79,89,87,36
11,0005,安徽财经大学(蚌埠市)[公办],11,国际商务,574,201,103,125,79,90,79,13
12,0005,安徽财经大学(蚌埠市)[公办],12,审计学,598,210,123,121,84,93,90,13
13,0005,安徽财经大学(蚌埠市)[公办],13,资产评估,585,204,121,135,87,86,73,30
14,0005,安徽财经大学(蚌埠市)[公办],14,公共管理类,566,190,123,117,85,87,87,1
15,0005,安徽财经大学(蚌埠市)[公办],15,电子商务,559,210,127,91,79,90,89,20
16,0008,安徽大学[公办],01,经济学,611,215,116,133,85,91,87,21
17,0008,安徽大学[公办],02,金融学,610,220,124,127,91,90,82,45
18,0008,安徽大学[公办],03,法学类,623,225,123,117,95,95,91,27
19,0008,安徽大学[公办],04,汉语言文学,618,228,119,135,81,92,82,16
20,0008,安徽大学[公办],05,英语,608,217,124,137,79,88,87,37
21,0008,安徽大学[公办],06,新闻传播学类,605,220,119,131,74,92,88,16
22,0008,安徽大学[公办],07,工商管理类,610,221,120,130,79,95,85,36
23,0013,安徽工业大学(马鞍山市)[公办],01,国际经济与贸易,556,195,111,111,78,87,85,31
24,0013,安徽工业大学(马鞍山市)[公办],02,法学,583,211,108,122,73,92,85,18
25,0013,安徽工业大学(马鞍山市)[公办],03,英语,556,193,116,121,80,90,72,28
26,0013,安徽工业大学(马鞍山市)[公办],04,市场营销,551,196,118,116,59,92,88,16
27,0013,安徽工业大学(马鞍山市)[公办],05,会计学,581,200,106,111,86,94,90,2
28,0013,安徽工业大学(马鞍山市)[公办],06,公共事业管理,557,188,128,112,88,92,77,24
29,0013,安徽工业大学(马鞍山市)[公办],07,行政管理,563,202,103,118,72,90,81,21
30,0027,安徽农业大学(合肥市)[公办],01,经济学,570,179,114,128,88,88,87,33
31,0027,安徽农业大学(合肥市)[公办],02,国际经济与贸易,565,197,109,119,72,93,84,14
32,0027,安徽农业大学(合肥市)[公办],03,社会工作,559,201,109,108,74,88,88,3
33,0027,安徽农业大学(合肥市)[公办],04,汉语言文学,585,198,121,123,85,92,87,36
34,0027,安徽农业大学(合肥市)[公办],05,电子商务,553,197,113,99,79,93,85,31
35,0031,安徽师范大学(芜湖市)[公办],02,经济学,577,209,121,115,80,87,86,4
36,0031,安徽师范大学(芜湖市)[公办],03,法学,593,217,112,127,73,90,86,38
37,0031,安徽师范大学(芜湖市)[公办],04,社会工作,560,193,115,103,84,87,83,1
38,0031,安徽师范大学(芜湖市)[公办],05,思想政治教育,584,220,117,123,86,81,74,14
39,0031,安徽师范大学(芜湖市)[公办],06,教育学,566,205,114,89,89,94,89,13
40,0031,安徽师范大学(芜湖市)[公办],07,学前教育,564,197,111,109,80,91,87,37
41,0031,安徽师范大学(芜湖市)[公办],08,汉语言文学,591,212,115,111,84,92,92,19
42,0031,安徽师范大学(芜湖市)[公办],09,汉语国际教育,579,199,118,122,81,93,84,25
43,0031,安徽师范大学(芜湖市)[公办],10,秘书学,578,210,125,115,78,92,83,52
44,0031,安徽师范大学(芜湖市)[公办],11,俄语,545,202,127,115,73,87,68,25
45,0031,安徽师范大学(芜湖市)[公办],12,法语,548,161,113,112,84,97,94,8
46,0031,安徽师范大学(芜湖市)[公办],13,日语,547,207,110,107,75,79,79,13
47,0031,安徽师范大学(芜湖市)[公办],14,葡萄牙语,540,184,105,111,80,84,81,57
48,0031,安徽师范大学(芜湖市)[公办],15,新闻学,577,211,120,124,76,87,79,18
49,0031,安徽师范大学(芜湖市)[公办],16,广告学,567,189,110,116,85,90,87,22
50,0031,安徽师范大学(芜湖市)[公办],17,网络与新媒体,575,196,115,131,81,84,83,16
51,0031,安徽师范大学(芜湖市)[公办],18,历史学,583,195,113,128,80,90,90,34
52,0031,安徽师范大学(芜湖市)[公办],19,世界史,577,181,115,130,86,92,88,6
53,0031,安徽师范大学(芜湖市)[公办],20,地理科学,582,205,119,128,79,90,80,33
54,0031,安徽师范大学(芜湖市)[公办],21,会计学,584,193,116,131,78,91,91,27
55,0031,安徽师范大学(芜湖市)[公办],22,人力资源管理,568,190,114,122,88,87,81,16
56,0031,安徽师范大学(芜湖市)[公办],23,土地资源管理,562,203,103,106,75,91,87,46
57,0031,安徽师范大学(芜湖市)[公办],24,供应链管理,561,195,132,96,90,90,90,22
58,0031,安徽师范大学(芜湖市)[公办],25,旅游管理,551,181,112,119,76,88,87,7
59,0033,安徽外国语学院[民办],01,汉语言文学,485,164,117,91,69,91,70,34
60,0033,安徽外国语学院[民办],02,英语,478,139,107,116,72,77,74,9
61,0033,安徽外国语学院[民办],03,日语,498,171,99,84,81,83,79,5
62,0033,安徽外国语学院[民办],04,朝鲜语,474,142,102,104,57,88,83,31
63,0046,安康学院[公办],01,思想政治教育,525,181,112,94,80,94,76,17
64,0046,安康学院[公办],02,学前教育,508,194,119,83,77,85,69,35
65,0046,安康学院[公办],03,小学教育,519,172,109,107,72,86,82,40
66,0046,安康学院[公办],04,秘书学,520,208,104,86,72,80,74,49
67,0046,安康学院[公办],05,商务英语,506,154,98,93,82,90,87,35
68,0046,安康学院[公办],06,网络与新媒体,525,172,118,106,81,87,79,37
69,0046,安康学院[公办],07,会计学,532,188,115,100,79,89,76,36
70,0046,安康学院[公办],08,财务管理,531,184,105,111,74,88,74,11
71,0048,安庆师范大学[公办],01,国际经济与贸易,536,183,109,112,74,86,81,10
72,0048,安庆师范大学[公办],02,法学,565,186,106,109,91,93,86,38
73,0048,安庆师范大学[公办],03,工商管理类,543,187,104,100,77,92,87,20
74,0048,安庆师范大学[公办],04,物流管理,529,163,100,109,86,87,84,6
75,0050,安顺学院[公办],01,教育学类,507,193,98,72,82,84,76,17
76,0050,安顺学院[公办],02,英语,522,188,116,108,73,82,71,32
77,0050,安顺学院[公办],03,历史学,521,186,112,93,81,85,76,8
78,0050,安顺学院[公办],04,旅游管理,506,195,112,66,87,84,74,37
79,0051,安阳工学院[公办],01,国际经济与贸易,510,173,104,104,69,85,79,33
80,0051,安阳工学院[公办],02,英语,513,153,107,124,73,82,81,15
81,0052,安阳师范学院[公办],01,金融学,532,182,102,120,74,79,77,16
82,0052,安阳师范学院[公办],02,法学,558,189,113,130,79,89,71,46
83,0052,安阳师范学院[公办],03,社会工作,516,169,96,99,74,84,80,7
84,0052,安阳师范学院[公办],04,思想政治教育,548,174,115,119,74,92,89,53
85,0052,安阳师范学院[公办],05,汉语言文学,551,197,114,106,74,88,86,48
86,0052,安阳师范学院[公办],06,汉语国际教育,535,173,122,106,75,92,89,26
87,0052,安阳师范学院[公办],07,英语,535,169,104,117,75,85,79,23
88,0052,安阳师范学院[公办],08,历史学,547,168,106,108,85,89,87,20
89,0052,安阳师范学院[公办],09,会计学,542,188,111,104,68,92,90,24
90,0052,安阳师范学院[公办],10,财务管理,536,178,98,119,71,87,71,16
91,0052,安阳师范学院[公办],11,人力资源管理,524,163,94,106,73,90,82,57
92,0052,安阳师范学院[公办],12,旅游管理,514,215,116,53,74,88,84,41
93,0053,安阳学院[民办],01,学前教育,480,171,102,90,72,82,65,45
94,0053,安阳学院[民办],02,会计学,490,164,109,78,90,87,71,34
95,0053,安阳学院[民办],03,物流管理,481,187,110,63,74,84,73,38
96,0056,鞍山师范学院[公办],01,思想政治教育(师范),534,171,106,108,79,88,88,38
97,0056,鞍山师范学院[公办],02,英语(师范),516,177,108,97,73,85,84,7
98,0056,鞍山师范学院[公办],03,市场营销,505,184,106,84,74,90,73,62
99,0060,白城师范学院[公办],01,思想政治教育,522,173,111,103,87,84,75,13
100,0060,白城师范学院[公办],02,人文教育,510,171,102,110,74,79,76,64
101,0060,白城师范学院[公办],03,汉语言文学,528,183,104,98,73,87,87,34
102,0060,白城师范学院[公办],04,英语,510,180,116,85,76,86,83,68
103,0060,白城师范学院[公办],05,网络与新媒体,511,186,111,112,61,85,67,26
104,0060,白城师范学院[公办],06,历史学,519,170,101,84,88,91,86,30
105,0060,白城师范学院[公办],07,地理科学,518,172,112,103,68,89,86,24
106,0060,白城师范学院[公办],08,财务管理,519,177,103,98,84,91,69,18
107,0060,白城师范学院[公办],09,物流管理,500,200,105,50,81,85,84,23
108,0065,百色学院[公办],01,思想政治教育,516,188,104,107,63,86,72,37
109,0065,百色学院[公办],02,英语,501,147,98,101,81,90,82,22
110,0065,百色学院[公办],03,新闻学,503,163,102,99,81,87,73,69
111,0065,百色学院[公办],04,历史学,511,166,111,95,82,88,80,42
112,0065,百色学院[公办],05,市场营销,491,183,106,69,81,89,69,77
113,0065,百色学院[公办],06,审计学,518,185,101,102,63,86,82,37
114,0065,百色学院[公办],07,电子商务,496,182,98,89,69,80,76,54
115,0070,蚌埠医科大学[公办],01,护理学,485,181,103,86,70,82,66,3
116,0075,宝鸡文理学院[公办],01,法学,554,190,120,102,91,88,83,11
117,0075,宝鸡文理学院[公办],02,思想政治教育,551,180,96,120,69,92,90,29
118,0075,宝鸡文理学院[公办],03,学前教育,514,170,111,96,81,87,80,38
119,0075,宝鸡文理学院[公办],04,外国语言文学类,530,186,102,113,69,85,77,48
120,0075,宝鸡文理学院[公办],05,新闻传播学类,530,171,110,106,91,92,70,26
121,0075,宝鸡文理学院[公办],06,历史学,545,193,113,105,82,86,79,47
122,0075,宝鸡文理学院[公办],07,工商管理类,527,167,90,110,76,90,84,44
123,0075,宝鸡文理学院[公办],08,旅游管理,507,176,106,107,55,86,83,15
124,0079,保定理工学院[民办],01,经济学,449,134,89,91,62,86,76,33
125,0079,保定理工学院[民办],02,国际经济与贸易,449,170,97,71,69,76,63,20
126,0079,保定理工学院[民办],03,学前教育,449,167,99,77,63,75,67,25
127,0079,保定理工学院[民办],04,小学教育,449,136,95,85,66,86,76,10
128,0079,保定理工学院[民办],05,英语,449,129,97,72,90,79,79,36
129,0079,保定理工学院[民办],06,商务英语,449,154,100,92,61,74,68,81
130,0079,保定理工学院[民办],07,工商管理,449,142,83,91,67,76,73,87
131,0079,保定理工学院[民办],08,市场营销,449,137,99,91,71,87,63,52
132,0079,保定理工学院[民办],09,会计学,453,168,95,61,70,80,74,38
133,0079,保定理工学院[民办],10,财务管理,453,125,94,99,65,84,80,88
134,0079,保定理工学院[民办],11,人力资源管理,449,149,99,71,74,82,73,9
135,0079,保定理工学院[民办],12,审计学,454,159,100,61,67,87,80,73
136,0079,保定理工学院[民办],13,土地资源管理,449,137,95,102,60,81,69,44
137,0079,保定理工学院[民办],14,电子商务及法律,449,134,91,102,70,77,66,21
138,0080,保定理工学院(按高考文化课成绩录取的艺术类专业)[民办],01,广播电视编导,,,,,,,,
139,0081,保定学院[公办],01,投资学,505,175,108,99,76,88,67,28
140,0081,保定学院[公办],02,知识产权,526,178,110,102,74,88,84,10
141,0081,保定学院[公办],03,思想政治教育,530,178,112,110,87,79,76,46
142,0081,保定学院[公办],04,学前教育,508,166,112,110,80,84,68,49
143,0081,保定学院[公办],05,特殊教育,501,199,120,80,69,86,67,56
144,0081,保定学院[公办],06,汉语言文学,541,170,99,125,71,86,79,8
145,0081,保定学院[公办],07,汉语国际教育,516,183,114,95,75,82,81,50
146,0081,保定学院[公办],08,秘书学,514,171,116,109,75,88,71,9
147,0081,保定学院[公办],09,英语,504,159,115,123,71,82,69,10
148,0081,保定学院[公办],10,日语,497,152,110,90,84,89,82,31
149,0081,保定学院[公办],11,商务英语,486,143,103,119,71,80,73,5
150,0081,保定学院[公办],12,网络与新媒体,515,161,101,91,87,90,86,17
151,0081,保定学院[公办],13,历史学,521,168,117,105,80,86,82,25
152,0081,保定学院[公办],14,文物与博物馆学,505,180,112,103,66,75,71,15
153,0081,保定学院[公办],15,地理科学,518,183,101,80,84,87,84,73
154,0081,保定学院[公办],16,人文地理与城乡规划,508,177,100,69,89,88,85,77
155,0081,保定学院[公办],17,应用心理学,506,168,97,82,74,92,90,49
156,0081,保定学院[公办],18,人力资源管理,507,176,103,92,77,87,75,33
157,0081,保定学院[公办],19,体育经济与管理,495,158,99,97,76,87,77,76
158,0081,保定学院[公办],20,供应链管理,501,174,97,71,80,90,86,33
159,0081,保定学院[公办],21,会展经济与管理,500,156,93,108,78,88,70,52
160,0081,保定学院[公办],22,旅游管理与服务教育,498,166,104,103,62,87,80,6
161,0082,保定学院(按高考文化课成绩录取的艺术类专业)[公办],01,艺术管理,480,161,124,90,81,79,69,42
162,0088,北方工业大学[公办],01,经济与金融,593,215,115,129,86,82,81,22
163,0088,北方工业大学[公办],02,法学,610,222,114,130,75,93,90,7
164,0088,北方工业大学[公办],03,知识产权,603,218,121,122,84,94,85,16
165,0088,北方工业大学[公办],04,英语,596,218,115,134,71,93,80,2
166,0088,北方工业大学[公办],05,建筑学,580,220,117,120,81,83,76,23
167,0088,北方工业大学[公办],06,建筑学(海外交换),586,197,115,123,86,91,89,11
168,0088,北方工业大学[公办],07,风景园林,575,196,116,126,79,89,85,32
169,0088,北方工业大学[公办],08,工商管理,593,204,117,134,80,88,87,10
170,0088,北方工业大学[公办],09,会计学,603,219,118,125,79,93,87,26
171,0090,北方民族大学(银川市)[公办],01,经济学类,545,174,111,110,80,91,90,15
172,0090,北方民族大学(银川市)[公办],02,法学,566,209,111,120,68,86,83,52
173,0090,北方民族大学(银川市)[公办],03,民族学,540,176,106,112,83,85,84,13
174,0090,北方民族大学(银川市)[公办],04,思想政治教育,565,184,105,120,90,89,82,16
175,0090,北方民族大学(银川市)[公办],05,汉语言文学,567,214,120,112,77,90,74,21
176,0090,北方民族大学(银川市)[公办],06,英语,545,190,96,118,73,92,72,43
177,0090,北方民族大学(银川市)[公办],07,阿拉伯语,530,172,116,126,74,86,72,25
178,0090,北方民族大学(银川市)[公办],08,新闻传播学类,561,208,111,111,68,87,87,9
179,0090,北方民族大学(银川市)[公办],09,历史学,563,188,113,122,75,90,88,24
180,0090,北方民族大学(银川市)[公办],10,工商管理类(人力资源工商方向),540,159,109,131,74,92,84,17
181,0090,北方民族大学(银川市)[公办],11,工商管理类(财务会计方向),563,195,113,114,80,87,87,47
182,0090,北方民族大学(银川市)[公办],12,行政管理,534,187,105,99,81,93,74,73
183,0090,北方民族大学(银川市)[公办],13,旅游管理,529,180,100,111,82,87,69,41
184,0094,北华大学(吉林市)[公办],01,法学,580,206,103,117,89,92,76,29
185,0094,北华大学(吉林市)[公办],02,思想政治教育,569,200,121,119,81,95,74,29
186,0094,北华大学(吉林市)[公办],03,小学教育,555,179,107,117,82,90,87,5
187,0094,北华大学(吉林市)[公办],04,汉语言文学,575,208,105,108,79,90,90,30
188,0094,北华大学(吉林市)[公办],05,俄语,543,152,110,138,84,89,80,30
189,0094,北华大学(吉林市)[公办],06,网络与新媒体,551,182,100,118,82,87,82,16
190,0094,北华大学(吉林市)[公办],07,历史学,568,207,114,120,72,87,82,28
191,0094,北华大学(吉林市)[公办],08,行政管理,549,198,112,90,90,91,80,54
192,0094,北华大学(吉林市)[公办],09,物流管理,541,180,116,101,88,87,85,17
193,0095,北华航天工业学院(廊坊市)[公办],01,经济学,531,191,113,110,65,88,77,28
194,0095,北华航天工业学院(廊坊市)[公办],02,国际经济与贸易,519,187,102,89,76,88,79,40
195,0095,北华航天工业学院(廊坊市)[公办],03,社会工作,511,175,110,96,73,90,77,41
196,0095,北华航天工业学院(廊坊市)[公办],04,英语,522,157,110,110,77,89,89,19
197,0095,北华航天工业学院(廊坊市)[公办],05,市场营销,503,178,110,96,64,89,76,38
198,0095,北华航天工业学院(廊坊市)[公办],06,会计学,544,183,104,106,85,84,76,4
199,0095,北华航天工业学院(廊坊市)[公办],07,财务管理,534,192,99,89,83,87,83,48
200,0095,北华航天工业学院(廊坊市)[公办],08,人力资源管理,516,176,105,91,82,86,81,56
201,0095,北华航天工业学院(廊坊市)[公办],09,物流管理,507,203,109,97,59,81,67,16
202,0095,北华航天工业学院(廊坊市)[公办],10,电子商务,508,182,102,96,60,88,82,53
203,0098,北京城市学院[民办],01,金融学,548,167,112,111,86,94,90,29
204,0098,北京城市学院[民办],02,国际经济与贸易,506,204,115,76,77,81,68,4
205,0098,北京城市学院[民办],03,学前教育,501,179,111,102,68,76,76,61
206,0098,北京城市学院[民办],04,外国语言文学类,500,164,112,101,71,90,74,67
207,0098,北京城市学院[民办],05,传播学,501,171,110,87,79,82,82,5
208,0098,北京城市学院[民办],06,传播学(国际课程班),510,173,99,97,72,89,79,2
209,0098,北京城市学院[民办],07,文物与博物馆学,498,191,112,85,61,89,72,5
210,0098,北京城市学院[民办],08,建筑学(中国传统建筑文化与技艺),501,177,108,100,73,84,67,34
211,0098,北京城市学院[民办],09,城乡规划(智慧规划),498,187,113,65,78,86,82,30
212,0098,北京城市学院[民办],10,风景园林(景观智能规划与设计),501,159,105,111,77,79,75,11
213,0098,北京城市学院[民办],11,工商管理类,498,143,97,115,76,84,80,7
214,0098,北京城市学院[民办],12,会计学(国际课程班),509,173,92,117,76,75,68,25
215,0098,北京城市学院[民办],13,会计学,515,164,91,104,71,89,87,23
216,0098,北京城市学院[民办],14,文化产业管理,514,166,105,117,73,84,74,5
217,0098,北京城市学院[民办],15,跨境电子商务,503,167,101,97,68,87,84,3
218,0098,北京城市学院[民办],16,旅游管理类,505,171,105,100,70,82,82,7
219,0099,北京城市学院(按高考文化课成绩录取的艺术类专业)[民办],01,广播电视编导,479,189,120,111,49,72,58,29
220,0099,北京城市学院(按高考文化课成绩录取的艺术类专业)[民办],02,广播电视编导(影视编创),478,164,107,96,67,89,62,56
221,0100,北京大学[公办],24,文科试验班类(文科基础类专业),673,250,143,141,94,98,90,1
222,0102,北京大学医学部[公办],01,英语(医学英语),668,243,126,143,92,95,95,3
223,0104,北京第二外国语学院[公办],01,贸易经济(国际文化贸易),602,219,115,126,85,87,85,43
224,0104,北京第二外国语学院[公办],02,外交学(政党外交),601,213,118,133,86,87,82,27
225,0104,北京第二外国语学院[公办],03,国际事务与国际关系(国际组织),599,208,125,121,92,92,86,12
226,0104,北京第二外国语学院[公办],04,英语(英语教育),612,207,115,127,90,96,92,27
227,0104,北京第二外国语学院[公办],05,英语(人文交流),602,222,115,127,84,87,82,26
228,0104,北京第二外国语学院[公办],06,俄语,595,192,108,138,81,93,91,16
229,0104,北京第二外国语学院[公办],07,德语,596,215,115,117,91,91,82,32
230,0104,北京第二外国语学院[公办],08,法语,595,204,122,134,85,88,84,7
231,0104,北京第二外国语学院[公办],09,西班牙语,601,205,115,134,87,90,85,21
232,0104,北京第二外国语学院[公办],10,日语(人文交流),597,203,124,131,86,90,87,5
233,0104,北京第二外国语学院[公办],11,朝鲜语(人文交流),581,218,128,115,78,89,81,2
234,0104,北京第二外国语学院[公办],12,匈牙利语,589,200,110,135,78,90,86,20
235,0104,北京第二外国语学院[公办],13,爱沙尼亚语,576,206,119,114,83,87,86,68
236,0104,北京第二外国语学院[公办],14,翻译(涉外法律服务实验班),601,207,108,134,87,94,79,17
237,0104,北京第二外国语学院[公办],15,商务英语(国际商业管理),605,206,118,137,80,93,89,2
238,0104,北京第二外国语学院[公办],16,旅游管理,597,212,110,133,77,90,85,21
239,0104,北京第二外国语学院[公办],17,酒店管理,590,206,108,122,83,90,89,15
240,0105,北京第二外国语学院中瑞酒店管理学院[独立学院],01,金融学,453,143,85,96,68,76,70,39
241,0105,北京第二外国语学院中瑞酒店管理学院[独立学院],02,市场营销,,,,,,,,
242,0105,北京第二外国语学院中瑞酒店管理学院[独立学院],03,财务管理,454,185,106,68,65,74,62,5
243,0105,北京第二外国语学院中瑞酒店管理学院[独立学院],04,人力资源管理,452,165,98,61,67,87,72,6
244,0105,北京第二外国语学院中瑞酒店管理学院[独立学院],05,人力资源管理(国际班),,,,,,,,
245,0105,北京第二外国语学院中瑞酒店管理学院[独立学院],06,健康服务与管理(中日联合培养),,,,,,,,
246,0105,北京第二外国语学院中瑞酒店管理学院[独立学院],07,酒店管理,450,169,100,51,81,88,61,20
247,0106,北京电影学院[公办],01,文化产业管理,593,218,121,132,74,87,82,1
248,0107,北京电影学院(按高考文化课成绩录取的艺术类专业)[公办],01,电影学(制片与市场),588,212,117,129,74,91,82,2
249,0107,北京电影学院(按高考文化课成绩录取的艺术类专业)[公办],02,电影学,587,216,129,122,78,89,82,5
250,0107,北京电影学院(按高考文化课成绩录取的艺术类专业)[公办],03,戏剧影视文学(剧作),601,202,121,134,85,90,90,17
251,0107,北京电影学院(按高考文化课成绩录取的艺术类专业)[公办],04,戏剧影视文学(动漫策划),599,213,127,128,83,92,83,46
252,0112,北京服装学院[公办],01,广告学,562,206,111,112,70,87,87,31
253,0112,北京服装学院[公办],02,传播学,562,178,112,122,92,89,81,8
254,0112,北京服装学院[公办],03,工商管理类,564,208,110,102,78,90,86,26
255,0113,北京工商大学[公办],01,新闻传播学类,599,217,118,117,84,92,89,25
256,0115,北京工业大学耿丹学院[独立学院],01,国际经济与贸易,455,134,96,91,80,88,62,34
257,0115,北京工业大学耿丹学院[独立学院],02,社会工作,453,173,106,63,70,75,72,6
258,0115,北京工业大学耿丹学院[独立学院],03,汉语国际教育,460,161,116,72,71,79,77,55
259,0115,北京工业大学耿丹学院[独立学院],04,应用心理学,456,156,99,71,75,79,75,3
260,0115,北京工业大学耿丹学院[独立学院],05,市场营销(品牌管理与策划),451,156,94,73,70,77,75,5
261,0115,北京工业大学耿丹学院[独立学院],06,财务管理,466,150,95,89,78,79,70,26
262,0118,北京航空航天大学[公办],02,社会科学试验班,642,233,129,146,83,91,89,19
263,0121,北京化工大学[公办],02,法学(卓越实验班),623,220,115,135,83,94,91,11
264,0121,北京化工大学[公办],03,工商管理类(新文科经管法),614,218,112,137,90,86,83,15
265,0125,北京交通大学[公办],01,文科试验班类(经管学院工商类),627,223,120,141,82,94,87,25
266,0125,北京交通大学[公办],02,法学,629,222,132,138,87,92,90,22
267,0125,北京交通大学[公办],03,外国语言文学类,613,226,116,127,84,90,86,24
268,0125,北京交通大学[公办],04,新闻传播学类,618,226,123,127,87,90,88,20
269,0125,北京交通大学[公办],05,建筑类(建筑与规划),615,224,118,121,95,89,86,62
270,0127,北京交通大学(威海校区)[公办],01,工商管理(中外合作办学),603,210,121,132,92,88,81,69
271,0130,北京金融科技学院[民办],01,金融学,460,150,90,59,79,86,86,22
272,0130,北京金融科技学院[民办],02,应用心理学,451,150,88,64,82,82,73,2
273,0130,北京金融科技学院[民办],03,会计学,460,145,100,87,80,75,73,8
274,0130,北京金融科技学院[民办],04,财务管理,462,153,90,86,80,72,71,20
275,0130,北京金融科技学院[民办],05,国际商务,483,165,95,97,63,87,71,8
276,0130,北京金融科技学院[民办],06,审计学,455,111,87,127,71,76,70,67
277,0131,北京金融科技学院(按高考文化课成绩录取的艺术类专业)[民办],01,广播电视编导,,,,,,,,
278,0136,北京科技大学[公办],02,社会科学试验班,621,224,118,124,88,94,91,12
279,0136,北京科技大学[公办],03,外国语言文学类,612,225,123,118,93,89,87,14
280,0136,北京科技大学[公办],04,工商管理类(数智管理与经济试验班),622,227,121,129,83,92,91,13
281,0138,北京科技大学天津学院[独立学院],01,国际经济与贸易,508,177,102,84,81,85,81,72
282,0138,北京科技大学天津学院[独立学院],02,法学,538,191,123,102,72,87,86,35
283,0138,北京科技大学天津学院[独立学院],03,知识产权,516,193,113,88,71,87,77,12
284,0138,北京科技大学天津学院[独立学院],04,英语,501,152,106,118,58,87,86,32
285,0138,北京科技大学天津学院[独立学院],05,日语,486,169,105,79,67,86,85,51
286,0138,北京科技大学天津学院[独立学院],06,朝鲜语,481,170,105,93,62,80,76,62
287,0138,北京科技大学天津学院[独立学院],07,会计学,521,182,100,81,84,87,87,17
288,0138,北京科技大学天津学院[独立学院],08,财务管理,515,178,115,103,71,84,79,7
