,2024年河北省普通高校招生本科批平行志愿投档情况统计物理,院校名称,专业代号,专业名称,投档最低分,同分考生排序项一,二,三,四,五,六,志愿号,
1,0005,安徽财经大学(蚌埠市)[公办],16,经济学类,561,208,108,104,70,91,88,32,
2,0005,安徽财经大学(蚌埠市)[公办],17,经济统计学,565,224,113,112,59,90,80,1,
3,0005,安徽财经大学(蚌埠市)[公办],18,数字经济,551,205,107,121,52,94,79,6,
4,0005,安徽财经大学(蚌埠市)[公办],19,财政学类,571,215,108,125,57,87,87,21,
5,0005,安徽财经大学(蚌埠市)[公办],20,金融学类,561,207,105,117,62,89,86,5,
6,0005,安徽财经大学(蚌埠市)[公办],21,金融学,572,222,118,115,59,89,87,30,
7,0005,安徽财经大学(蚌埠市)[公办],22,金融工程,555,212,108,117,67,86,73,66,
8,0005,安徽财经大学(蚌埠市)[公办],23,经济与贸易类,546,215,110,113,62,82,74,30,
9,0005,安徽财经大学(蚌埠市)[公办],24,法学,577,230,121,123,53,86,85,12,
10,0005,安徽财经大学(蚌埠市)[公办],25,数学与应用数学,560,230,122,124,58,80,68,16,
11,0005,安徽财经大学(蚌埠市)[公办],26,统计学,571,225,117,111,65,87,83,16,
12,0005,安徽财经大学(蚌埠市)[公办],27,电子信息类,568,211,111,134,53,85,85,18,
13,0005,安徽财经大学(蚌埠市)[公办],28,数据科学与大数据技术,572,229,116,105,65,87,86,36,
14,0005,安徽财经大学(蚌埠市)[公办],29,管理科学与工程类,542,207,107,119,51,85,80,36,
15,0005,安徽财经大学(蚌埠市)[公办],30,工商管理类,553,221,123,112,56,93,71,37,
16,0005,安徽财经大学(蚌埠市)[公办],31,会计学,584,217,114,123,69,88,87,43,
17,0005,安徽财经大学(蚌埠市)[公办],32,财务管理,580,206,109,129,72,91,82,8,
18,0005,安徽财经大学(蚌埠市)[公办],33,国际商务,532,199,106,118,55,80,80,6,
19,0005,安徽财经大学(蚌埠市)[公办],34,审计学,584,225,122,137,53,85,84,15,
20,0005,安徽财经大学(蚌埠市)[公办],35,资产评估,558,206,113,113,70,87,82,64,
21,0005,安徽财经大学(蚌埠市)[公办],36,公共管理类,528,204,105,118,54,83,69,8,
22,0005,安徽财经大学(蚌埠市)[公办],37,供应链管理,536,190,106,106,70,89,81,69,
23,0005,安徽财经大学(蚌埠市)[公办],38,旅游管理,524,186,103,109,60,88,81,1,
24,0005,安徽财经大学(蚌埠市)[公办],39,应用统计学(中外合作办学),549,210,106,121,61,87,70,12,
25,0008,安徽大学[公办],08,经济统计学,599,234,121,125,68,87,85,28,
26,0008,安徽大学[公办],09,互联网金融,594,228,114,126,63,91,86,14,
27,0008,安徽大学[公办],10,法学类,608,235,120,136,67,86,84,8,
28,0008,安徽大学[公办],11,数学类,604,245,124,101,72,95,91,30,
29,0008,安徽大学[公办],12,电气工程及其自动化,608,227,114,125,68,95,93,26,
30,0008,安徽大学[公办],13,电子信息工程,613,234,120,128,69,92,90,28,
31,0008,安徽大学[公办],14,电子科学与技术,612,230,117,134,71,89,88,32,
32,0008,安徽大学[公办],15,微电子科学与工程,610,246,126,128,60,93,83,21,
33,0008,安徽大学[公办],16,人工智能,608,237,128,122,72,91,86,41,
34,0008,安徽大学[公办],17,自动化,608,219,113,138,71,92,88,43,
35,0008,安徽大学[公办],18,机器人工程,605,232,117,128,72,87,86,23,
36,0008,安徽大学[公办],19,计算机科学与技术,614,231,119,137,65,92,89,45,
37,0008,安徽大学[公办],20,软件工程,613,236,118,124,69,93,91,42,
38,0008,安徽大学[公办],21,信息安全,609,232,119,125,72,92,88,28,
39,0008,安徽大学[公办],22,智能科学与技术,610,229,118,129,70,92,90,23,
40,0008,安徽大学[公办],23,网络空间安全,610,225,120,135,70,93,87,34,
41,0008,安徽大学[公办],24,工商管理类,596,218,112,126,72,90,90,17,
42,0008,安徽大学[公办],25,应用物理学(中外合作办学),566,229,117,123,65,76,73,12,
43,0008,安徽大学[公办],26,应用统计学(中外合作办学),590,225,117,131,61,88,85,34,
44,0008,安徽大学[公办],27,数字媒体技术(中外合作办学),586,221,113,123,68,87,87,4,
45,0010,安徽工程大学(芜湖市)[公办],01,机械设计制造及其自动化,550,190,112,131,57,87,85,13,
46,0010,安徽工程大学(芜湖市)[公办],02,材料成型及控制工程,529,226,116,61,65,89,88,72,
47,0010,安徽工程大学(芜湖市)[公办],03,车辆工程,547,199,102,95,70,93,90,16,
48,0010,安徽工程大学(芜湖市)[公办],04,智能制造工程,548,226,117,89,58,89,86,6,
49,0010,安徽工程大学(芜湖市)[公办],05,测控技术与仪器,540,219,114,89,61,87,84,19,
50,0010,安徽工程大学(芜湖市)[公办],06,材料科学与工程,521,215,117,81,55,90,80,7,
51,0010,安徽工程大学(芜湖市)[公办],07,新能源材料与器件,538,214,112,115,51,81,77,28,
52,0010,安徽工程大学(芜湖市)[公办],08,人工智能,550,210,109,107,64,85,84,48,
53,0010,安徽工程大学(芜湖市)[公办],09,自动化,555,205,114,113,57,86,84,7,
54,0010,安徽工程大学(芜湖市)[公办],10,机器人工程,549,195,98,107,68,90,89,28,
55,0010,安徽工程大学(芜湖市)[公办],11,智能科学与技术,549,199,101,125,63,87,75,12,
56,0010,安徽工程大学(芜湖市)[公办],12,土木工程,515,198,108,103,48,87,79,15,
57,0010,安徽工程大学(芜湖市)[公办],13,给排水科学与工程,517,213,111,95,52,84,73,39,
58,0010,安徽工程大学(芜湖市)[公办],14,服装设计与工程,516,195,100,104,51,89,77,26,
59,0010,安徽工程大学(芜湖市)[公办],15,交通工程,540,199,103,105,69,85,82,51,
60,0010,安徽工程大学(芜湖市)[公办],16,食品科学与工程,529,199,101,92,69,88,81,65,
61,0010,安徽工程大学(芜湖市)[公办],17,生物工程,522,198,105,116,50,83,75,15,
62,0010,安徽工程大学(芜湖市)[公办],18,生物制药,524,207,107,84,55,96,82,14,
63,0010,安徽工程大学(芜湖市)[公办],19,物流管理,525,207,105,95,62,87,74,18,
64,0013,安徽工业大学(马鞍山市)[公办],08,经济统计学,560,212,111,111,68,86,83,19,
65,0013,安徽工业大学(马鞍山市)[公办],09,金融学,555,213,113,110,61,91,80,17,
66,0013,安徽工业大学(马鞍山市)[公办],10,法学,561,207,123,113,60,95,86,8,
67,0013,安徽工业大学(马鞍山市)[公办],11,英语,539,209,117,110,46,87,87,18,
68,0013,安徽工业大学(马鞍山市)[公办],12,数学与应用数学,559,229,123,79,71,90,90,21,
69,0013,安徽工业大学(马鞍山市)[公办],13,应用化学,544,205,112,91,63,93,92,45,
70,0013,安徽工业大学(马鞍山市)[公办],14,化学生物学,535,202,114,116,50,87,80,25,
71,0013,安徽工业大学(马鞍山市)[公办],15,机械工程,563,229,120,104,55,88,87,34,
72,0013,安徽工业大学(马鞍山市)[公办],16,机械设计制造及其自动化,564,207,107,134,44,90,89,8,
73,0013,安徽工业大学(马鞍山市)[公办],17,材料成型及控制工程,546,207,108,114,61,84,80,40,
74,0013,安徽工业大学(马鞍山市)[公办],18,工业设计,551,223,117,123,45,91,69,21,
75,0013,安徽工业大学(马鞍山市)[公办],19,车辆工程,562,223,116,122,56,81,80,40,
76,0013,安徽工业大学(马鞍山市)[公办],20,新能源汽车工程,564,216,115,104,68,85,81,36,
77,0013,安徽工业大学(马鞍山市)[公办],21,测控技术与仪器,559,207,114,113,66,88,85,45,
78,0013,安徽工业大学(马鞍山市)[公办],22,智能感知工程,556,205,105,101,67,92,91,6,
79,0013,安徽工业大学(马鞍山市)[公办],23,材料科学与工程,543,205,103,94,63,92,89,3,
80,0013,安徽工业大学(马鞍山市)[公办],24,冶金工程,525,208,121,94,57,83,83,4,
81,0013,安徽工业大学(马鞍山市)[公办],25,金属材料工程,536,220,114,98,58,86,74,42,
82,0013,安徽工业大学(马鞍山市)[公办],26,无机非金属材料工程,538,220,111,114,51,83,70,5,
83,0013,安徽工业大学(马鞍山市)[公办],27,高分子材料与工程,545,226,116,108,61,77,73,11,
84,0013,安徽工业大学(马鞍山市)[公办],28,焊接技术与工程,537,199,100,102,61,89,86,29,
85,0013,安徽工业大学(马鞍山市)[公办],29,新能源材料与器件,556,217,109,101,61,90,87,39,
86,0013,安徽工业大学(马鞍山市)[公办],30,能源与动力工程,559,196,108,134,54,88,87,57,
87,0013,安徽工业大学(马鞍山市)[公办],31,新能源科学与工程,564,221,119,125,55,86,77,18,
88,0013,安徽工业大学(马鞍山市)[公办],32,储能科学与工程,560,213,112,128,54,86,79,5,
89,0013,安徽工业大学(马鞍山市)[公办],33,电气工程及其自动化,575,227,116,109,69,87,83,26,
90,0013,安徽工业大学(马鞍山市)[公办],34,电子信息工程,572,212,116,120,62,91,87,39,
91,0013,安徽工业大学(马鞍山市)[公办],35,通信工程,567,221,115,96,76,90,84,71,
92,0013,安徽工业大学(马鞍山市)[公办],36,微电子科学与工程,570,201,114,121,76,88,84,27,
93,0013,安徽工业大学(马鞍山市)[公办],37,集成电路设计与集成系统,572,214,111,135,53,87,83,39,
94,0013,安徽工业大学(马鞍山市)[公办],38,人工智能,567,217,112,111,67,87,85,3,
95,0013,安徽工业大学(马鞍山市)[公办],39,自动化,569,227,118,116,60,89,77,8,
96,0013,安徽工业大学(马鞍山市)[公办],40,机器人工程,565,214,108,131,47,88,85,18,
97,0013,安徽工业大学(马鞍山市)[公办],41,计算机科学与技术,575,212,109,119,67,90,87,62,
98,0013,安徽工业大学(马鞍山市)[公办],42,软件工程,571,220,112,112,62,89,88,26,
99,0013,安徽工业大学(马鞍山市)[公办],43,物联网工程,569,217,112,126,57,94,75,25,
100,0013,安徽工业大学(马鞍山市)[公办],44,数据科学与大数据技术,567,220,111,106,72,90,79,42,
101,0013,安徽工业大学(马鞍山市)[公办],45,土木工程,523,191,100,101,65,88,78,13,
102,0013,安徽工业大学(马鞍山市)[公办],46,建筑环境与能源应用工程,531,204,106,113,64,79,71,7,
103,0013,安徽工业大学(马鞍山市)[公办],47,给排水科学与工程,530,192,110,119,53,85,81,20,
104,0013,安徽工业大学(马鞍山市)[公办],48,智能建造,541,216,111,100,65,80,80,28,
105,0013,安徽工业大学(马鞍山市)[公办],49,化学工程与工艺,538,208,112,96,54,93,87,16,
106,0013,安徽工业大学(马鞍山市)[公办],50,资源循环科学与工程,531,210,106,95,57,85,84,7,
107,0013,安徽工业大学(马鞍山市)[公办],51,环境工程,529,215,119,121,42,77,74,34,
108,0013,安徽工业大学(马鞍山市)[公办],52,工程造价,544,227,125,89,56,91,81,7,
109,0013,安徽工业大学(马鞍山市)[公办],53,大数据管理与应用,559,215,109,109,60,88,87,36,
110,0013,安徽工业大学(马鞍山市)[公办],54,工商管理,535,198,103,95,67,92,83,6,
111,0013,安徽工业大学(马鞍山市)[公办],55,会计学,567,213,116,120,56,91,87,10,
112,0013,安徽工业大学(马鞍山市)[公办],56,工业工程,551,210,110,117,70,82,72,48,
113,0020,安徽建筑大学(合肥市)[公办],01,经济学,543,217,115,107,60,80,79,42,
114,0020,安徽建筑大学(合肥市)[公办],02,金融工程,537,212,110,123,45,87,70,26,
115,0020,安徽建筑大学(合肥市)[公办],03,应用物理学,536,200,102,106,69,91,70,16,
116,0020,安徽建筑大学(合肥市)[公办],04,声学,531,219,111,71,72,86,83,47,
117,0020,安徽建筑大学(合肥市)[公办],05,应用化学,526,194,103,121,51,82,78,24,
118,0020,安徽建筑大学(合肥市)[公办],06,地理信息科学,543,209,113,103,65,87,79,11,
119,0020,安徽建筑大学(合肥市)[公办],07,统计学,552,205,103,125,48,88,86,43,
120,0020,安徽建筑大学(合肥市)[公办],08,机械设计制造及其自动化,562,218,113,119,54,89,82,50,
121,0020,安徽建筑大学(合肥市)[公办],09,工业设计,544,203,110,109,60,86,86,43,
122,0020,安徽建筑大学(合肥市)[公办],10,过程装备与控制工程,542,213,109,103,57,88,81,12,
123,0020,安徽建筑大学(合肥市)[公办],11,测控技术与仪器,548,215,109,95,73,90,75,46,
124,0020,安徽建筑大学(合肥市)[公办],12,金属材料工程,523,196,109,108,59,81,79,13,
125,0020,安徽建筑大学(合肥市)[公办],13,无机非金属材料工程,524,217,109,84,63,80,80,44,
126,0020,安徽建筑大学(合肥市)[公办],14,高分子材料与工程,535,219,117,89,54,87,86,40,
127,0020,安徽建筑大学(合肥市)[公办],15,能源与动力工程,553,224,113,108,62,80,79,57,
128,0020,安徽建筑大学(合肥市)[公办],16,电子信息工程,565,206,112,123,72,83,81,33,
129,0020,安徽建筑大学(合肥市)[公办],17,通信工程,563,216,118,120,58,89,80,45,
130,0020,安徽建筑大学(合肥市)[公办],18,自动化,562,212,106,128,60,89,73,19,
131,0020,安徽建筑大学(合肥市)[公办],19,网络工程,562,208,108,124,68,81,81,40,
132,0020,安徽建筑大学(合肥市)[公办],20,土木工程,537,212,113,112,52,87,74,6,
133,0020,安徽建筑大学(合肥市)[公办],21,建筑电气与智能化,550,211,107,102,69,86,82,48,
134,0020,安徽建筑大学(合肥市)[公办],22,城市地下空间工程,525,228,119,77,66,83,71,15,
135,0020,安徽建筑大学(合肥市)[公办],23,道路桥梁与渡河工程,533,198,101,93,64,91,87,5,
136,0020,安徽建筑大学(合肥市)[公办],24,测绘工程,533,208,107,91,75,83,76,39,
137,0020,安徽建筑大学(合肥市)[公办],25,地质工程,527,201,102,109,52,94,71,43,
138,0020,安徽建筑大学(合肥市)[公办],26,勘查技术与工程,525,192,118,115,60,90,68,19,
139,0020,安徽建筑大学(合肥市)[公办],27,环境工程,518,189,97,108,60,88,73,38,
140,0020,安徽建筑大学(合肥市)[公办],28,环境生态工程,514,198,111,99,53,85,79,12,
141,0020,安徽建筑大学(合肥市)[公办],29,风景园林,516,184,98,112,44,90,86,18,
142,0020,安徽建筑大学(合肥市)[公办],30,工程管理,534,210,106,105,66,77,76,19,
143,0020,安徽建筑大学(合肥市)[公办],31,房地产开发与管理,509,205,104,83,64,82,75,13,
144,0020,安徽建筑大学(合肥市)[公办],32,工程造价,545,213,118,98,76,82,76,26,
145,0020,安徽建筑大学(合肥市)[公办],33,会计学,556,213,114,126,53,87,77,19,
146,0020,安徽建筑大学(合肥市)[公办],34,财务管理,557,205,108,114,63,88,87,36,
147,0020,安徽建筑大学(合肥市)[公办],35,劳动与社会保障,513,191,105,121,44,81,76,20,
148,0020,安徽建筑大学(合肥市)[公办],36,城市管理,515,183,108,129,45,87,71,7,
149,0023,安徽科技学院(蚌埠市)[公办],01,环境工程,506,208,114,102,37,87,72,18,
150,0023,安徽科技学院(蚌埠市)[公办],02,食品科学与工程,511,187,103,117,55,81,71,20,
151,0023,安徽科技学院(蚌埠市)[公办],03,建筑学,504,192,109,95,45,88,84,32,
152,0023,安徽科技学院(蚌埠市)[公办],04,城乡规划,506,198,102,87,53,87,81,31,
153,0023,安徽科技学院(蚌埠市)[公办],05,生物工程,508,195,109,118,40,74,71,20,
154,0023,安徽科技学院(蚌埠市)[公办],06,农学,506,171,97,122,56,80,77,54,
155,0023,安徽科技学院(蚌埠市)[公办],07,动物科学,505,210,110,77,66,83,69,29,
156,0023,安徽科技学院(蚌埠市)[公办],08,物流管理,513,195,101,98,48,91,81,9,
157,0023,安徽科技学院(蚌埠市)[公办],09,质量管理工程,509,180,104,96,65,87,81,70,
158,0025,安徽理工大学(淮南市)[公办],01,金融学,551,202,114,121,58,86,84,12,
159,0025,安徽理工大学(淮南市)[公办],02,英语,535,199,114,123,46,85,82,2,
160,0025,安徽理工大学(淮南市)[公办],03,网络与新媒体,551,218,115,119,64,81,69,25,
161,0025,安徽理工大学(淮南市)[公办],04,数学与应用数学,559,221,121,111,59,91,77,21,
162,0025,安徽理工大学(淮南市)[公办],05,信息与计算科学,566,218,112,124,60,83,81,39,
163,0025,安徽理工大学(淮南市)[公办],06,应用物理学,544,211,118,117,57,86,73,46,
164,0025,安徽理工大学(淮南市)[公办],07,应用化学,540,211,116,105,52,87,85,22,
165,0025,安徽理工大学(淮南市)[公办],08,应用统计学,555,220,114,109,72,84,70,12,
166,0025,安徽理工大学(淮南市)[公办],09,工程力学,545,225,117,106,55,81,78,3,
167,0025,安徽理工大学(淮南市)[公办],10,机械设计制造及其自动化,564,213,108,124,62,83,82,33,
168,0025,安徽理工大学(淮南市)[公办],11,工业设计,551,199,102,104,64,94,90,27,
169,0025,安徽理工大学(淮南市)[公办],12,过程装备与控制工程,546,205,109,109,65,87,80,44,
170,0025,安徽理工大学(淮南市)[公办],13,车辆工程,561,212,112,104,67,91,87,39,
171,0025,安徽理工大学(淮南市)[公办],14,智能制造工程,560,208,115,120,65,86,81,51,
172,0025,安徽理工大学(淮南市)[公办],15,新能源汽车工程,558,200,101,106,72,91,89,34,
173,0025,安徽理工大学(淮南市)[公办],16,测控技术与仪器,557,210,110,119,62,83,83,18,
174,0025,安徽理工大学(淮南市)[公办],17,无机非金属材料工程,536,188,111,121,56,87,84,15,
175,0025,安徽理工大学(淮南市)[公办],18,高分子材料与工程,538,197,100,107,60,92,82,29,
176,0025,安徽理工大学(淮南市)[公办],19,智能材料与结构,538,212,113,124,50,87,65,1,
177,0025,安徽理工大学(淮南市)[公办],20,新能源科学与工程,562,208,105,118,69,85,82,41,
178,0025,安徽理工大学(淮南市)[公办],21,储能科学与工程,555,212,110,118,63,83,79,43,
179,0025,安徽理工大学(淮南市)[公办],22,电气工程及其自动化,577,228,115,113,61,95,80,71,
180,0025,安徽理工大学(淮南市)[公办],23,通信工程,569,206,103,124,70,91,78,36,
181,0025,安徽理工大学(淮南市)[公办],24,光电信息科学与工程,564,210,109,117,67,89,81,17,
182,0025,安徽理工大学(淮南市)[公办],25,集成电路设计与集成系统,568,203,109,123,61,91,90,65,
183,0025,安徽理工大学(淮南市)[公办],26,人工智能,565,216,111,109,68,86,86,26,
184,0025,安徽理工大学(淮南市)[公办],27,自动化,572,220,114,127,58,87,80,31,
185,0025,安徽理工大学(淮南市)[公办],28,机器人工程,567,212,107,118,64,89,84,62,
186,0025,安徽理工大学(淮南市)[公办],29,软件工程,579,236,123,115,68,85,75,29,
187,0025,安徽理工大学(淮南市)[公办],30,信息安全,580,226,114,120,55,90,89,16,
188,0025,安徽理工大学(淮南市)[公办],31,物联网工程,567,220,120,131,49,84,83,59,
189,0025,安徽理工大学(淮南市)[公办],32,智能科学与技术,566,217,110,130,61,89,69,13,
190,0025,安徽理工大学(淮南市)[公办],33,区块链工程,565,209,114,126,60,87,83,32,
191,0025,安徽理工大学(淮南市)[公办],34,土木工程,531,216,112,83,63,86,83,1,
192,0025,安徽理工大学(淮南市)[公办],35,建筑环境与能源应用工程,538,210,110,105,53,92,78,18,
193,0025,安徽理工大学(淮南市)[公办],36,智能建造,549,211,107,120,49,90,79,41,
194,0025,安徽理工大学(淮南市)[公办],37,水文与水资源工程,530,196,110,118,53,85,78,3,
195,0025,安徽理工大学(淮南市)[公办],38,测绘工程,533,215,121,102,60,79,77,41,
196,0025,安徽理工大学(淮南市)[公办],39,遥感科学与技术,549,218,111,124,43,88,76,4,
197,0025,安徽理工大学(淮南市)[公办],40,导航工程,544,222,115,113,62,80,67,25,
198,0025,安徽理工大学(淮南市)[公办],41,化学工程与工艺,537,201,113,111,61,82,82,19,
199,0025,安徽理工大学(淮南市)[公办],42,制药工程,547,196,110,120,58,88,85,2,
200,0025,安徽理工大学(淮南市)[公办],43,地质工程,534,188,105,122,65,80,79,24,
201,0025,安徽理工大学(淮南市)[公办],44,矿物加工工程,525,209,112,74,75,86,81,5,
202,0025,安徽理工大学(淮南市)[公办],45,智能采矿工程,528,199,104,102,54,87,86,22,
203,0025,安徽理工大学(淮南市)[公办],46,交通工程,544,205,107,105,53,91,90,73,
204,0025,安徽理工大学(淮南市)[公办],47,弹药工程与爆炸技术,554,196,100,124,62,89,83,45,
205,0025,安徽理工大学(淮南市)[公办],48,环境工程,525,201,104,123,48,87,66,23,
206,0025,安徽理工大学(淮南市)[公办],49,建筑学,528,197,101,92,68,88,83,4,
207,0025,安徽理工大学(淮南市)[公办],50,安全工程,546,199,106,113,71,83,80,29,
208,0025,安徽理工大学(淮南市)[公办],51,应急技术与管理,530,215,109,113,56,76,70,29,
209,0025,安徽理工大学(淮南市)[公办],52,职业卫生工程,518,200,110,110,51,87,70,3,
210,0025,安徽理工大学(淮南市)[公办],53,消防工程,531,203,108,99,62,87,80,20,
211,0025,安徽理工大学(淮南市)[公办],54,临床医学,562,217,116,120,55,86,84,7,
212,0025,安徽理工大学(淮南市)[公办],55,预防医学,468,178,103,102,41,81,66,61,
213,0025,安徽理工大学(淮南市)[公办],56,药学,550,218,116,122,49,88,73,10,
214,0025,安徽理工大学(淮南市)[公办],57,医学检验技术,542,204,108,97,66,90,85,4,
215,0025,安徽理工大学(淮南市)[公办],58,工程造价,537,217,111,107,52,90,71,8,
216,0025,安徽理工大学(淮南市)[公办],59,会计学,554,214,118,118,63,90,69,13,
217,0025,安徽理工大学(淮南市)[公办],60,人力资源管理,534,197,113,115,56,87,79,27,
218,0025,安徽理工大学(淮南市)[公办],61,电子商务,530,198,102,94,63,88,87,24,
219,0025,安徽理工大学(淮南市)[公办],62,机械电子工程(中外合作办学),537,201,118,109,54,90,83,32,
220,0027,安徽农业大学(合肥市)[公办],06,经济学,555,205,110,126,57,87,80,3,
221,0027,安徽农业大学(合肥市)[公办],07,金融学,543,204,107,96,66,89,88,30,
