,id,CollegeCode,MajorCode,MajorName,PlanNature,PlannedEnrollmentCount,MajorLowestAdmissionScore,MajorRegisteredApplicantsCount,DurationOfStudy,TuitionFee,LocationOfSchool,MajorNotes,ranking
212,799,046,07,经济学类,非定向,6,512,7,4,4400,校本部,包含专业：经济学、财政学、金融学、信用管理、国际经济与贸易,2994.0
213,801,006,07,民族学,非定向,4,499,4,4,4400,武侯校区,,3913.0
214,808,048,07,物流管理,非定向,2,487,2,4,4200,校本部,,4902.0
215,809,313,07,外国语言文学类,非定向,3,544,1,4,5100,威海校区,包含专业：英语(语言文学方向)、英语(英德双语方向)、英语(英法双语方向)、英语(英西双语方向)、英语(英俄双语方向)、英语(英日双语方向)、英语(国际传播)、翻译、朝鲜语(翻译方向)、朝鲜语(经贸方向),1321.0
216,813,297,07,汉语言文学,非定向,2,576,2,4,5810,前卫南区,,451.0
217,833,304,08,法学,非定向,1,665,2,4,5000,校本部,,
218,843,556,08,法学,非定向,2,519,4,4,4400,校本部,,2539.0
219,845,286,08,法学,非定向,1,634,2,4,5000,北京市,入校后可参与选拔项目：法学-新闻学、工商管理-法学、涉外法治3个双主学位项目；国际交流：含哈佛大学、鲁汶大学、新加坡国立大学等免学费交换项目，“亚洲校园+”项目（中日韩三国政府奖学金支持）、中欧欧洲法国际组织后备人才培养项目（国家留基委资助）等。,16.0
220,853,005,08,旅游管理,非定向,2,472,0,4,4400,银川,,6374.0
221,857,300,08,外国语言文学类,非定向,4,549,3,4,5100,校本部,可向国际组织与全球治理分流；含“英语+法学”、“英语+国际政治”双学位班。包含专业：英语、俄语(俄英双语)、德语、法语、西班牙语、日语、朝鲜语(朝英双语)、翻译,1162.0
222,863,052,08,会计学,非定向,2,534,2,4,5390,龙湖东校区,,1728.0
223,867,927,08,汉语言文学（师范类）,非定向,5,520,5,4,4180,桂林洋校区,,2482.0
224,870,007,08,中国语言文学类,非定向,3,530,3,4,4500,校本部,包含专业：汉语言文学、汉语国际教育,1911.0
225,875,A08,08,法学（经济法方向）,非定向,1,562,1,4,6500,校本部,,771.0
226,899,754,08,保险学,非定向,25,468,4,4,4400,西校区,,6832.0
227,901,758,08,中医学,非定向,30,512,30,5,5000,金山校区,,2994.0
228,904,281,08,汉语国际教育,非定向,2,542,2,4,5000,校本部,,1399.0
229,912,941,08,法学,非定向,2,565,2,4,5500,长安校区,,674.0
230,914,018,08,法学（行政法）,非定向,4,571,6,4,5350,校本部,,548.0
231,923,942,08,英语,非定向,3,516,3,4,5400,长安校区,,2726.0
232,925,972,08,法学,非定向,2,542,4,4,4400,校本部,,1399.0
233,926,E63,08,国际经济与贸易,非定向,2,490,0,4,6325,,,4645.0
234,927,925,08,英语,非定向,2,509,2,4,4600,海甸校区,一年级在城西基础教学部,3183.0
235,930,006,08,社会学类,非定向,3,502,3,4,4400,武侯校区,包含专业：社会学、社会工作,3698.0
236,934,276,08,英语,非定向,1,587,1,4,6000,校本部,,274.0
237,938,299,08,汉语国际教育,非定向,2,492,2,4,5200,校本部,,4471.0
238,939,551,08,葡萄牙语,非定向,1,491,1,4,5400,马场道校区,,4557.0
239,946,005,09,公共管理类,非定向,5,472,0,4,4400,银川,包含专业：公共事业管理、行政管理,6374.0
240,950,300,09,历史学类,非定向,2,554,2,4,5000,校本部,含“考古+”拔尖2.0班（吴金鼎班）。包含专业：历史学、考古学、档案学,1008.0
241,951,301,09,法学,非定向,1,577,1,4,5500,长沙,,434.0
242,955,052,09,财务管理,非定向,2,509,2,4,5390,龙湖东校区,,3183.0
243,956,298,09,经济学类,非定向,2,601,3,4,5460,思明校区,包含专业：金融学、金融工程、财政学、税收学、国际经济与贸易、国际商务、经济学、经济统计学,136.0
244,971,296,09,马克思主义理论类,非定向,2,554,4,4,5500,甘肃兰州,包含专业：思想政治教育、马克思主义理论,1008.0
245,978,250,09,公共管理类,非定向,2,530,2,4,5200,校本部,包含专业：公共事业管理、行政管理、社会工作,1911.0
246,981,754,09,金融工程,非定向,10,475,12,4,4400,西校区,,6063.0
247,982,875,09,教育学,非定向,2,482,3,4,2800,哈尔滨市,,5380.0
248,983,M32,09,法学,非定向,2,576,2,4,5000,主校区,,451.0
249,987,327,09,法学,非定向,2,579,2,4,5720,苏州,,403.0
250,989,381,09,国际商务,非定向,2,479,1,4,5280,净月校区,,5673.0
251,995,210,09,工商管理类（新文科经管法）,非定向,11,540,11,4,5000,昌平校区,包含专业：财务管理、会计学、工商管理、国际经济与贸易、公共事业管理、行政管理、法学,1465.0
252,998,035,09,工商管理类（会计学院）,非定向,2,569,2,4,4600,柳林校区,包含专业：会计学(大数据会计)、财务管理、审计学,596.0
253,1006,E63,09,经济学,非定向,2,497,2,4,5500,,,4071.0
254,1008,006,09,学前教育（师范类）,非定向,3,485,2,4,4400,航空港校区,,5083.0
255,1009,126,09,法学,非定向,2,532,3,4,5000,长沙,,1820.0
256,1017,399,09,针灸推拿学,非定向,1,535,1,5,5800,良乡校区,,1677.0
257,1023,244,09,工商管理类,非定向,2,510,2,4,4600,龙山校区,包含专业：会计学、财务管理、市场营销,3112.0
258,1033,377,0A,日语,非定向,2,526,1,4,6850,番禺校区,,2140.0
259,1037,285,0A,文科试验班类,非定向,5,593,6,4,5500,兴庆校区,包含专业：法学(丝路涉外班)、法学(卓越复合班)、国际经贸规则、哲学、社会学、汉语言文学、网络与新媒体、行政管理、劳动与社会保障,205.0
260,1040,033,0A,日语,非定向,6,498,6,4,8000,主校区,,3994.0
261,1041,291,0A,公共管理类,非定向,4,556,4,4,5760,辽宁沈阳,包含专业：法学、公共事业管理、行政管理、土地资源管理、新闻学,942.0
262,1043,017,0A,工商管理类,非定向,2,544,2,4,5600,渝北校区,包含专业：工商管理、市场营销、会计学、审计学、劳动关系、电子商务及法律,1321.0
263,1046,925,0A,俄语,非定向,2,509,0,4,4600,海甸校区,一年级在城西基础教学部,3183.0
264,1053,317,0A,公共管理类,非定向,2,519,1,4,5200,仙林校区,包含专业：公共事业管理、行政管理,2539.0
265,1061,020,0A,法学类,非定向,3,587,4,4,5850,南湖校区,包含专业：法学、法学(民商法方向)、法学(涉外法治方向)、法学(政府法治方向)、法学(刑事司法方向)、法学(社会治理方向)、知识产权,274.0
266,1067,199,0B,社会科学试验班（精品文科班）,非定向,9,584,11,4,5000,北京,包含专业：经济学、社会工作、法学、法学(含AI双学位)、英语、日语、德语、西班牙语,318.0
267,1070,381,0B,法学,非定向,2,519,3,4,5280,净月校区,,2539.0
268,1077,033,0B,英语,非定向,3,511,4,4,8000,主校区,,3043.0
269,1079,291,0B,人文科学试验班,非定向,2,567,2,4,5760,辽宁沈阳,包含专业：思想政治教育、哲学,634.0
270,1089,244,0B,法学,非定向,3,518,3,4,4600,龙山校区,,2604.0
271,1092,556,0B,商务英语,非定向,3,481,2,4,5400,校本部,,5476.0
272,1095,594,0B,中国语言文学类（师范类）,非定向,3,530,3,4,5060,开封校区,包含专业：汉语言文学、汉语国际教育,1911.0
273,1096,368,0B,俄语（人文交流）,非定向,2,512,2,4,5000,校本部,外语单科成绩不低于90分。考生双耳听力范围均不低于3米，不能有口吃等言语障碍。,2994.0
274,1106,291,0C,外国语言文学类,非定向,7,539,7,4,6240,辽宁沈阳,包含专业：英语、日语、俄语、德语,1502.0
275,1111,759,0C,中医学,非定向,30,494,36,5,5000,校本部,,4305.0
276,1115,033,0C,翻译,非定向,3,497,3,4,8000,主校区,,4071.0
277,1116,244,0C,汉语言文学,非定向,3,508,3,4,4600,龙山校区,,3251.0
278,1123,964,0C,行政管理,非定向,1,507,0,4,6500,文翔路校区,,3321.0
279,1141,182,0D,民族学,非定向,2,525,2,4,5760,秦皇岛市,,2184.0
280,1144,972,0D,英语（师范）,非定向,2,503,2,4,4400,校本部,,3612.0
281,1149,033,0D,商务英语,非定向,3,485,3,4,8000,主校区,,5083.0
282,1156,844,0D,新闻学,非定向,4,534,3,4,6060,广州校区石牌校园,,1728.0
283,1158,031,0D,法学,非定向,2,558,2,4,5200,江苏省南京市,,888.0
284,1160,307,0E,法学（卓越实验班）,非定向,2,579,2,4,4800,北京校区,,403.0
285,1171,981,0E,行政管理,非定向,1,511,1,4,3100,红湖校区,国家级一流本科专业,3043.0
286,1172,749,0E,经济学类,非定向,1,556,1,4,4000,呈贡校区,大类培养分流办法详见《云南大学2023年本科招生章程》。包含专业：经济学、财政学、金融学、国际经济与贸易,942.0
287,1174,N65,0E,汉语言文学,非定向,2,528,2,4,4800,狮子山校区,,2023.0
288,1181,033,0E,俄语,非定向,1,496,1,4,8000,主校区,,4144.0
289,1188,844,0E,传播学,非定向,4,534,3,4,6060,广州校区石牌校园,,1728.0
290,1189,031,0E,法学（法务会计）,非定向,2,545,2,4,5200,江苏省南京市,,1288.0
291,1192,368,0F,法语（人文交流）,非定向,1,545,1,4,5000,校本部,外语单科成绩不低于90分。考生双耳听力范围均不低于3米，不能有口吃等言语障碍。,1288.0
292,1199,749,0F,法学,非定向,2,562,5,4,4000,呈贡校区,,771.0
293,1201,317,0F,金融学,非定向,2,545,2,4,5720,仙林校区,,1288.0
294,1207,020,0F,俄语,非定向,1,489,1,4,4500,首义校区,,4718.0
295,1214,594,0F,英语（师范类）,非定向,2,514,3,4,5060,开封校区,,2857.0
296,1237,020,0G,新闻传播学类,非定向,1,518,1,4,4500,南湖校区,包含专业：新闻学、广播电视学、网络与新媒体,2604.0
297,1241,279,0G,图书情报与档案管理类,非定向,4,583,1,4,6060,广州校区东校园,包含专业：信息管理与信息系统、图书馆学、档案学,336.0
298,1245,381,0H,财政学,非定向,2,517,2,4,5280,净月校区,,2666.0
299,1250,J72,0H,英语,非定向,2,526,2,4,6050,宣城校区,,2140.0
300,1254,317,0H,法学,非定向,3,567,4,4,5720,仙林校区,,634.0
301,1257,033,0H,法语,非定向,2,489,2,4,8000,主校区,,4718.0
302,1262,020,0H,汉语言文学,非定向,1,549,1,4,4500,南湖校区,,1162.0
303,1266,594,0H,俄语,非定向,2,487,1,4,4400,开封校区,,4902.0
304,1267,368,0H,西班牙语,非定向,1,519,1,4,5000,校本部,外语单科成绩不低于90分。包含人文交流、西班牙语国家国别与区域研究两个方向，大一大二不分方向，大二下学期末根据学生意愿自主报名选择方向，不足12人的方向不再开设该方向，选择该方向的学生自动转入另一个方向学习。考生双耳听力范围均不低于3米，不能有口吃等言语障碍。,2539.0
305,1276,J72,0J,网络与新媒体,非定向,2,489,3,4,5500,宣城校区,,4718.0
306,1279,033,0J,德语,非定向,2,483,3,4,8000,主校区,,5295.0
307,1287,753,0K,会计学,非定向,19,489,28,4,4400,新城校区,,4718.0
308,1288,381,0K,金融学,非定向,2,510,2,4,5280,净月校区,,3112.0
309,1293,749,0K,民族学,非定向,1,542,1,4,4000,东陆校区,,1399.0
310,1299,033,0K,西班牙语,非定向,2,476,1,4,8000,主校区,,5964.0
311,1302,131,0K,法学,非定向,2,556,3,4,5000,校本部,,942.0
312,1307,020,0K,工商管理类,非定向,1,552,1,4,4500,首义校区,包含专业：工商管理、市场营销、人力资源管理、物流管理、电子商务、工商管理(商务分析方向),1060.0
313,1316,368,0L,意大利语（旅游休闲）,非定向,1,511,1,4,5000,校本部,外语单科成绩不低于90分。考生双耳听力范围均不低于3米，不能有口吃等言语障碍。,3043.0
314,1323,317,0L,小学教育（师范）,非定向,2,558,2,4,5720,随园校区,,888.0
315,1325,033,0L,葡萄牙语,非定向,1,476,0,4,8000,主校区,,5964.0
316,1328,131,0L,社会工作,非定向,2,523,2,4,5000,校本部,,2319.0
317,1334,464,0L,风景园林,非定向,3,481,1,4,5900,雨母校区,,5476.0
318,1337,753,0M,英语,非定向,28,468,5,4,4200,金川校区,英语单科成绩必须达到100分及以上,6832.0
319,1339,E12,0M,戏剧影视文学（戏曲文学）,非定向,1,513,1,4,8000,本院,语文单科成绩达到110分,2918.0
320,1348,033,0M,朝鲜语,非定向,2,476,0,4,8000,主校区,招收非朝鲜族考生,5964.0
321,1351,131,0M,行政管理,非定向,2,508,1,4,5000,校本部,,3251.0
322,1356,594,0M,新闻传播学类,非定向,2,512,2,4,5060,开封校区,包含专业：新闻学、广告学、编辑出版学、网络与新媒体,2994.0
323,1365,134,0N,工商管理类,非定向,1,570,1,4,5000,北京校部,包含专业：会计学、财务管理、工商管理、人力资源管理、市场营销,570.0
324,1367,749,0N,汉语言文学,非定向,3,526,3,4,3400,东陆校区,,2140.0
325,1369,017,0N,新闻传播学类,非定向,4,507,1,4,5600,渝北校区,包含专业：新闻学、广播电视学、传播学、网络与新媒体,3321.0
326,1376,556,0N,工商管理类,非定向,1,529,1,4,4400,校本部,包含专业：工商管理、工商管理(大数据管理决策实验班)、市场营销、人力资源管理,1963.0
327,1382,A08,0P,行政管理,非定向,2,525,0,4,6500,校本部,,2184.0
328,1385,134,0P,法学,非定向,1,563,1,4,5000,北京校部,,737.0
329,1386,368,0P,罗马尼亚语,非定向,1,504,1,4,5000,校本部,外语单科成绩不低于90分。考生双耳听力范围均不低于3米，不能有口吃等言语障碍,3547.0
330,1395,556,0P,会计学（注册会计师）,非定向,1,547,2,4,4400,校本部,,1216.0
331,1403,020,0P,工商管理类（会计学院）,非定向,2,549,2,4,5850,首义校区,包含专业：会计学、会计学(注册会计师方向)、财务管理,1162.0
332,1405,753,0P,法学,非定向,89,489,127,4,4200,金川校区,,4718.0
333,1406,738,0P,新闻学,非定向,1,508,1,4,5280,浮山校区,,3251.0
334,1407,307,0P,汉语言文学,非定向,3,607,4,4,4800,北京校区,,103.0
335,1410,134,0Q,公共管理类,非定向,1,549,2,4,5000,北京校部,包含专业：公共事业管理、行政管理,1162.0
336,1411,581,0Q,护理学类,非定向,6,494,6,4,5200,建华校区,包含专业：护理学、助产学,4305.0
337,1422,131,0Q,外国语言文学类,非定向,2,508,2,4,6000,校本部,包含专业：英语、翻译,3251.0
338,1425,020,0Q,公共管理类,非定向,4,518,4,4,4500,首义校区,包含专业：公共事业管理、行政管理、劳动与社会保障、城市管理,2604.0
339,1426,753,0Q,社会工作,非定向,94,468,9,4,4200,金川校区,,6832.0
340,1429,384,0R,文化产业管理,非定向,1,531,0,4,6500,松江校区,,1864.0
341,1430,134,0R,网络与新媒体,非定向,2,547,2,4,5000,北京校部,,1216.0
342,1436,J72,0R,法学,非定向,2,489,3,4,5500,宣城校区,,4718.0
343,1447,384,0S,网络与新媒体,非定向,1,543,2,4,6500,松江校区,,1358.0
344,1448,134,0S,外国语言文学类,非定向,2,547,1,4,6000,北京校部,包含专业：英语、翻译,1216.0
345,1452,749,0S,印地语,非定向,2,489,0,4,3400,呈贡校区,,4718.0
346,1459,556,0S,国际商务,非定向,3,503,4,4,4400,校本部,,3612.0
347,1465,362,0S,工商管理,非定向,1,468,1,4,,校本部,,6832.0
348,1471,381,0T,财务管理,非定向,2,489,3,4,5280,净月校区,,4718.0
349,1472,363,0T,物流管理,非定向,2,501,2,4,5200,东丽校区,,3768.0
350,1481,307,0T,传播学（网络新媒体方向）,非定向,2,579,1,4,4800,北京校区,,403.0
351,1485,362,0T,市场营销,非定向,1,483,1,4,,校本部,,5295.0
352,1489,368,0U,翻译（中英法复语）,非定向,1,558,1,4,5000,校本部,英语单科成绩不低于90分。考生双耳听力范围均不低于3米，不能有口吃等言语障碍。,888.0
353,1496,362,0U,公共事业管理,非定向,1,468,0,4,,校本部,,6832.0
354,1504,327,0V,社会学,非定向,1,546,1,4,5720,苏州,,1254.0
355,1510,530,0V,金融学,非定向,1,509,1,4,4200,红领巾桥校区,,3183.0
356,1515,381,0V,行政管理,非定向,2,482,2,4,4800,净月校区,,5380.0
357,1525,017,0W,思想政治教育,非定向,3,545,4,4,5600,渝北校区,,1288.0
358,1529,381,0X,公共事业管理,非定向,2,479,0,4,4800,净月校区,,5673.0
359,1542,749,0Y,广播电视学,非定向,1,489,0,4,3400,呈贡校区,,4718.0
360,1543,556,0Y,旅游管理类,非定向,4,481,1,4,4400,校本部,包含专业：旅游管理、会展经济与管理,5476.0
361,1545,530,0Y,会计学,非定向,1,530,1,4,4200,北四环校区,,1911.0
362,1551,137,0Z,交通管理（国航）,非定向,2,531,2,4,6500,临港校区,,1864.0
363,1554,327,0Z,图书情报与档案管理类,非定向,1,519,1,4,5200,苏州,包含专业：档案学、信息资源管理,2539.0
364,1557,964,0Z,金融学,非定向,1,521,1,4,6500,上川路校区,,2426.0
365,1561,737,10,工商管理,非定向,2,500,2,4,6325,主校区,,3851.0
366,1562,302,10,经济学类,非定向,4,609,7,4,5200,八里台校区,包含专业：经济学、国际经济与贸易、财政学、商务经济学、数字经济,93.0
367,1563,286,10,国际政治,非定向,2,619,2,4,5000,北京市,入校后可参与选拔项目：“政治学-历史学”双主学位项目；含16国30余所海外名校学生交换项目（专项奖学金资助），“当代中国与欧盟研究”国际组织后备人才培养项目，伦敦大学国王学院双硕士学位联合培养。,45.0
368,1570,D11,10,图书馆学,非定向,3,494,3,4,5040,旗山校区,,4305.0
369,1584,702,10,经济学,非定向,2,519,2,4,5500,校本部,,2539.0
370,1587,A08,10,汉语国际教育,非定向,1,525,1,4,6500,校本部,,2184.0
371,1589,007,10,日语,非定向,2,482,1,4,4500,校本部,,5380.0
372,1598,338,10,马克思主义理论,非定向,1,533,1,4,5000,校本部,,1777.0
373,1608,304,10,新闻传播学类,非定向,1,637,0,4,5000,校本部,包含专业：新闻学、广播电视学、广告学、编辑出版学,12.0
374,1616,018,10,法学（反恐怖主义法）,非定向,5,549,6,4,5350,校本部,,1162.0
375,1624,281,10,外国语言文学类,非定向,2,537,2,4,6000,校本部,包含专业：英语、英语(英西复语)、商务英语,1592.0
376,1634,210,10,英语,非定向,2,533,1,4,5000,昌平校区,,1777.0
377,1635,006,10,应用心理学,非定向,3,506,4,4,4900,航空港校区,,3407.0
378,1638,035,10,会计学（注册会计师专门化方向）,非定向,1,584,1,4,4600,柳林校区,,318.0
379,1639,126,10,汉语言文学,非定向,2,489,2,4,4500,长沙,,4718.0
380,1641,046,10,工商管理类,非定向,5,481,5,4,4400,校本部,包含专业：工商管理、市场营销、人力资源管理,5476.0
381,1645,048,10,供应链管理,非定向,1,487,2,4,4200,校本部,,4902.0
382,1651,749,10,历史学,非定向,2,550,2,4,3400,东陆校区,,1127.0
383,1653,297,10,考古学,非定向,2,549,2,4,5810,前卫南区,按类招。含考古学、文物与博物馆学,1162.0
384,1656,295,10,日语,非定向,2,470,2,4,5390,校本部,,6623.0
385,1657,B02,10,护理学,非定向,2,496,2,4,7500,长沙市,,4144.0
386,1669,D11,11,公共管理类,非定向,5,483,4,4,5040,旗山校区,包含专业：劳动与社会保障、行政管理,5295.0
387,1672,274,11,艺术管理,非定向,2,534,2,4,13000,昌林路校区,,1728.0
388,1676,964,11,投资学,非定向,1,516,2,4,6500,上川路校区,,2726.0
389,1677,764,11,会计学,非定向,31,479,49,4,4400,校本部,,5673.0
390,1678,058,11,女性学,非定向,3,486,4,4,4200,北校区,只招女生。,5000.0
391,1683,301,11,汉语言文学,非定向,3,575,4,4,5300,长沙,,472.0
392,1684,289,11,经济学类,非定向,2,583,3,4,4440,江安校区,“经济+”交叉培养，学校“基础学科拔尖学生培养计划2.0”，拥有国家级一流本科专业建设点。包含专业：国际经济与贸易、经济学、国民经济管理、财政学,336.0
393,1688,031,11,审计学,非定向,2,567,2,4,5720,江苏省南京市,,634.0
394,1690,052,11,国际商务,非定向,2,483,2,4,4900,龙湖东校区,,5295.0
395,1692,086,11,工商管理,非定向,1,530,0,4,5510,第一、二学年佛山校区，第三、四学年广州校区,,1911.0
396,1693,061,11,工商管理类,非定向,5,584,4,4,5000,北京,大类分流时完全按照志愿进行分流。包含专业：会计学、财务管理、人力资源管理、市场营销、工商管理(全球管理实验班),318.0
397,1696,464,11,护理学,非定向,3,487,4,4,7500,红湘校区,,4902.0
398,1699,A08,11,新闻学（卓越新闻传播人才培养试点班）,非定向,1,529,1,4,6500,校本部,,1963.0
399,1702,007,11,新闻传播学类,非定向,2,519,2,4,4500,校本部,包含专业：新闻学、广播电视学、广告学,2539.0
400,1703,796,11,针灸推拿学,非定向,1,565,2,5,7660,校本部,不招色盲色弱,674.0
401,1714,296,11,英语,非定向,2,551,2,4,5500,甘肃兰州,,1095.0
402,1715,338,11,教育学,非定向,1,519,1,4,5000,校本部,,2539.0
403,1717,304,11,经济学类,非定向,1,644,2,4,5000,校本部,包含专业：经济学、金融学、国际经济与贸易、保险学(风险管理与保险)、财政学、资源与环境经济学,
404,1720,018,11,法学（公共安全法）,非定向,2,549,2,4,5350,校本部,,1162.0
405,1726,019,11,汉语言文学,非定向,1,567,0,4,5000,北京昌平,,634.0
406,1729,LR3,11,电子商务（中外合作办学）,非定向,2,471,1,4,26000,净月校区,只招收有专业志愿的考生，与澳大利亚查尔斯特大学合作办学,6497.0
407,1731,006,11,汉语言文学,非定向,8,528,9,4,4400,航空港校区,,2023.0
408,1743,286,11,人力资源管理（经管试验班）,非定向,1,609,0,4,5000,北京市,无时点专业选择；国际交流：含加拿大蒙特利尔大学等交换项目（免学费），美国罗格斯大学“2+1”“4+1”硕士项目，学院本硕学生可直接申请罗格斯大学的硕士并免修部分课程。,93.0
409,1746,J23,11,护理学（四年制）,非定向,4,559,4,4,8140,医学院,国家一流本科，含护理学-行政管理双学士学位项目；优秀学生可优先进入直博计划，含新加坡国立大学等交流生项目,864.0
410,1748,035,11,会计学（双语实验班）,非定向,1,571,1,4,8000,柳林校区,,548.0
411,1751,126,11,新闻学,非定向,2,489,1,4,6000,长沙,,4718.0
412,1755,E63,11,新闻学（法治新闻方向）,非定向,3,498,3,4,5060,,,3994.0
413,1758,751,11,哲学,非定向,10,522,12,4,4620,南校区,基地,2367.0
414,1764,317,11,外国语言文学类（双外语）,非定向,2,544,2,5,5720,随园校区,包含专业：俄语、日语、意大利语、西班牙语、法语,1321.0
415,1765,410,11,法学,非定向,3,551,3,4,4000,校本部,,1095.0
416,1769,752,11,教育学（师范类）,非定向,20,488,23,4,4200,盛乐校区,,4799.0
417,1771,737,12,投资学,非定向,2,483,1,4,5500,主校区,,5295.0
418,1779,823,12,日语,非定向,3,476,0,4,4500,,,5964.0
419,1783,964,12,信用管理,非定向,1,518,1,4,6500,上川路校区,,2604.0
420,1794,324,12,中国语言文学类,非定向,2,574,3,4,5850,武汉市,包含专业：汉语言文学、汉语言、汉语言文学(国家拔尖学生培养基地),486.0
421,1797,LVL,12,金融学（国际投资与金融）,非定向,1,489,1,4,14000,南昌市,,4718.0
422,1799,702,12,国际经济与贸易,非定向,2,516,2,4,5500,校本部,,2726.0
423,1801,298,12,会计学（含会计、财务、审计）,非定向,2,599,2,4,5460,思明校区,含会计学、财务管理、审计学专业,148.0
424,1806,007,12,工商管理类,非定向,4,521,4,4,5850,校本部,包含专业：工商管理、会计学、财务管理、人力资源管理,2426.0
425,1810,308,12,人文科学试验班（拔尖学生培养基地）,非定向,1,628,1,4,,校本部,包含专业：中国语言文学类、历史学类、哲学类,27.0
426,1816,296,12,俄语,非定向,2,529,0,4,5500,甘肃兰州,,1963.0
427,1817,304,12,工商管理类,非定向,1,648,1,4,5000,校本部,包含专业：金融学、金融学(金融经济学)、会计学、市场营销,
428,1826,875,12,汉语国际教育,非定向,3,494,4,4,4000,哈尔滨市,,4305.0
429,1828,006,12,汉语言文学（师范类）,非定向,3,530,4,4,4400,航空港校区,,1911.0
430,1832,299,12,会计学,非定向,1,533,1,4,5200,校本部,,1777.0
431,1838,801,12,经济学类,非定向,2,545,2,4,5980,沈阳蒲河校区,包含专业：经济学、经济统计学、国民经济管理,1288.0
432,1840,019,12,英语（法律英语实验班）,非定向,1,577,2,4,6000,北京昌平,专业本科学习阶段综合考核排名前12名的学生将获得我校免试攻读研究生推荐资格，详见章程,434.0
433,1850,796,12,康复治疗学,非定向,1,562,1,4,7660,校本部,不招色盲色弱,771.0
434,1851,297,12,新闻传播学类,非定向,6,560,6,4,6000,前卫南区,包含专业：新闻学、广告学,826.0
435,1852,119,12,社会科学试验班,非定向,7,578,7,4,5000,沙河校区,包含专业：经济学、行政管理、法学、英语、翻译、德语、法语,420.0
436,1853,046,12,旅游管理类,非定向,4,479,0,4,4400,校本部,包含专业：旅游管理、酒店管理,5673.0
437,1854,E63,12,编辑出版学,非定向,1,490,0,4,4400,,,4645.0
438,1858,751,12,哲学,非定向,21,521,21,4,4620,南校区,,2426.0
439,1865,410,12,社会学,非定向,4,518,4,4,5000,校本部,,2604.0
440,1872,964,13,财政学,非定向,1,528,1,4,6500,文翔路校区,,2023.0
441,1876,005,13,工商管理类（人力资源工商方向）,非定向,2,480,2,4,4400,银川,包含专业：工商管理、人力资源管理,5564.0
442,1889,927,13,英语（师范类）,非定向,4,503,5,4,4620,桂林洋校区,英语单科原始成绩不低于90分，须口试合格,3612.0
443,1895,308,13,新闻传播学类（卓越新闻人才计划）,非定向,1,621,0,4,,校本部,包含专业：新闻学、广播电视学、传播学、广告学,40.0
444,1896,049,13,新闻学,非定向,2,517,2,4,5200,仙林校区,,2666.0
445,1899,304,13,公共管理类,非定向,1,637,1,4,5000,校本部,包含专业：城市管理、行政管理,12.0
446,1901,A48,13,小学教育（师范）,非定向,2,528,2,4,6095,金华校区,,2023.0
447,1911,294,13,文科试验班类（经济、金融与管理）,非定向,1,657,2,4,5000,北京市,包含专业：经济与金融(国际班),
448,1915,941,13,历史学类,非定向,2,549,2,4,5500,长安校区,包含专业：历史学、世界史,1162.0
449,1928,LA8,13,广播电视编导,非定向,4,551,4,4,12000,前卫南区,招有专业志愿考生，艺术类专业，授予艺术学学士学位。,1095.0
450,1929,046,13,会计学,非定向,3,529,5,4,4400,校本部,,1963.0
